title,ano,source,selection_criteria,status,comments,Tecnologia do display,Tecnologia do input,Tipo de interação,Suporte à colaboração,Usa modelo com nome?,Tamanho da mesa,doi
New Human-Computer Interactions Using Tangible Objects: Application on a Digital Tabletop with RFID Technology,2009,Springer Link,Study describing digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,"Multi-touch, Tangibility, Touch",Colaboração presencial,TTT (Tangible Tracking Table),,10.1007/978-3-642-02580-8_49
NoProblem! A Collaborative Interface for Teaching Conversation Skills to Children with High Functioning Autism Spectrum Disorder,2014,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,DiamondTouch,Front-Projected,Electrical-Based,"Multi-touch, Touch",Colaboração presencial,DiamondTouch,42”,10.1007/978-981-4560-96-2_10
Novel interaction techniques based on a combination of hand and foot gestures in tabletop environments,2012,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,"Gesture, Multi-touch, Touch",Usuário único,,45”,10.1145/2350046.2350053
ObjecTop: Occlusion awareness of physical objects on interactive tabletops,2013,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Tangible-Tokens, Sensor-Assisted-Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,Samsung SUR40,40”,10.1145/2512349.2512806
Occlusion-aware interaction techniques for tabletop systems,2012,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Vision-Based","Multi-touch, Touch",Colaboração presencial,,46”,10.1145/2212776.2223831
On the Integration of Tangible Elements with Multi-touch Surfaces for the Collaborative Creation of Concept Maps,2016,Springer Link,Study describing digital tabletop techniques,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens, Vision-Based","Multi-touch, Tangibility, Touch","Colaboração presencial, Colaboração remota",,,10.1007/978-3-319-39483-1_17
onNote: playing printed music scores as a musical instrument,2011,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Vision-Based,Tangibility,Usuário único,,,10.1145/2047196.2047249
OrMiS: a tabletop interface for simulation-based training,2013,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Electrical-Based,"Multi-touch, Touch",Colaboração presencial,PQ Labs G4S 55”,,10.1145/2512349.2512792
OverTop: Breaking the Boundaries of Tangible Tabletop Environments,2018,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,"Embedded, Headset, Front-Projected",Vision-Based,Gesture,Usuário único,OverTop,,10.1145/3267305.3267559
Pac-pac: pinching gesture recognition for tabletop entertainment system,2010,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Vision-Based,Gesture,Colaboração presencial,,46”,10.1145/1842993.1843040
Painting an Apple with an Apple: A Tangible Tabletop Interface for Painting with Physical Objects,2018,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Usuário único,UnicrePaint,,10.1145/3287040
PapARt: Interactive 3D graphics and multi-touch augmented paper for artistic creation,2012,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Pen, Sensor-Assisted-Vision-Based, Vision-Based","Gesture, Multi-touch, Tangibility, Touch",Usuário único,,,10.1109/3DUI.2012.6184167
Paper-based concept map: the effects of tabletop on an expressive collaborative learning task,2009,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Tangible-Tokens, Vision-Based",Tangibility,Colaboração presencial,,50”,
Paper-top interface for supporting note-taking and its preliminary experiment,2010,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Tangible-Tokens, Vision-Based",Tangibility,Usuário único,,,10.1109/ICSMC.2010.5642448
PATI: a projection-based augmented table-top interface for robot programming,2019,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Sensor-Assisted-Vision-Based, Vision-Based","Gesture, Multi-touch, Touch",Usuário único,,,10.1145/3301275.3302326
Pen and paper techniques for physical customisation of tabletop interfaces,2008,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Pen, Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Usuário único,,,10.1109/TABLETOP.2008.4660178
Pen and touch gestural environment for document editing on interactive tabletops,2013,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Pen, Electrical-Based","Gesture, Multi-touch, Tangibility, Touch",Usuário único,DiamondTouch + Anoto Pen,42”,10.1145/2512349.2512802
Pen-based Interaction with Spreadsheets in Mobile Virtual Reality,2020,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,"Embedded, Headset","Pen, Eye-Tracking, Electrical-Based, Wearables","Gaze, Gesture, Multi-touch, Tangibility, Touch",Usuário único,,,10.1109/ISMAR50242.2020.00063
PeriTop: Extending back-projected tabletops with top-projected peripheral displays,2013,Scopus,Study describing digital tabletop techniques,Accepted,,"Embedded, Front-Projected","Tangible-Tokens, Sensor-Assisted-Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,Samsung SUR40 + Top Projector + Kinect,40”,10.1145/2512349.2512397
Permulin: collaboration on interactive surfaces with personal in- and output,2013,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,Vision-Based,"Multi-touch, Touch",Colaboração presencial,,,10.1145/2468356.2468630
Permulin: mixed-focus collaboration on multi-view tabletops,2014,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,"Embedded, Multi-Device","Sensor-Assisted-Vision-Based, Vision-Based","Multi-touch, Touch",Colaboração presencial,,52″,10.1145/2556288.2557405
Personal assistant agents and multi-agent middleware for CSCW,2012,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Vision-Based","Multi-touch, Touch",Colaboração presencial,,,10.1109/CSCWD.2012.6221800
Personal digital historian: story sharing around the table,2003,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,"Multi-touch, Touch",Colaboração presencial,DiamondTouch,42”,10.1145/637848.637856
PhotoelasticTouch: transparent rubbery tangible interface using an LCD and photoelasticity,2009,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,Vision-Based,"Multi-touch, Touch",Colaboração presencial,,,10.1145/1622176.1622185
Phylo-Genie: engaging students in collaborative 'tree-thinking' through tabletop techniques,2012,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Vision-Based","Multi-touch, Touch",Colaboração presencial,Microsoft Surface,30”,10.1145/2207676.2208720
Physical dimensions of children's touchscreen interactions: Lessons from five years of study on the MTAGIC project,2019,Science@Direct,Study evaluating digital tabletop techniques,Accepted,,Embedded,"Tangible-Tokens, Sensor-Assisted-Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,Samsung SUR40,40”,https://doi.org/10.1016/j.ijhcs.2019.02.005
Physical space and division of labor around a tabletop tangible simulation,2009,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Tangible-Tokens, Vision-Based",Tangibility,Colaboração presencial,,,
Physiopucks: Increasing User Motivation by Combining Tangible and Implicit Physiological Interaction,2016,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Tangible-Tokens, Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,reacTable,,10.1145/2838732
Players and Performance: Opportunities for Social Interaction with Augmented Tabletop Games at Centres for Children with Autism,2022,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Tangible-Tokens, Electrical-Based, Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,,,10.1145/3567716
Pointing gestures accelerate collaborative problem-solving on tangible user interfaces,2025,Scopus,Study evaluating digital tabletop techniques,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens, Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,MultiTaction MT550,"55""",10.1007/s12193-024-00448-7
Pop-up digital tabletop: seamless integration of 2D and 3D visualizations in a tabletop environment,2019,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Usuário único,,,10.1145/3355056.3364571
Poster: Overtop: Breaking the boundaries of tangible tabletop environments,2018,Scopus,Study describing digital tabletop techniques,Accepted,,"Embedded, Headset, Front-Projected","Sensor-Assisted-Vision-Based, Electrical-Based, Vision-Based","Gesture, Multi-touch, Tangibility, Touch",Usuário único,,,10.1145/3267305.3267559
pOwerball: the design of a novel mixed-reality game for children with mixed abilities,2005,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Tangible-Tokens,Tangibility,Colaboração presencial,,,10.1145/1109540.1109545
Preparing for Future Learning with a Tangible User Interface: The Case of Neuroscience,2013,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Pen, Sensor-Assisted-Vision-Based, Tangible-Tokens, Vision-Based",Tangibility,Colaboração presencial,,,10.1109/TLT.2013.15
Presence disparity in mixed presence collaboration,2008,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Electrical-Based,Touch,Colaboração presencial,,46”,10.1145/1358628.1358845
Presenting a Large Urban Area in a Virtual Maquette: An Integrated 3D Model with a ‘Tangible User Interface’,2006,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Tangible-Tokens, Vision-Based",Tangibility,Colaboração presencial,,,10.1007/11590064_22
Projectron mapping: the exercise and extension of augmented workspaces for learning electronic modeling through projection mapping,2014,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,"Embedded, Front-Projected",Vision-Based,"Tangibility, Touch",Colaboração presencial,,,10.1145/2658779.2659113
Prototype of operator interface for monitoring and controlling in the mobile control room,2013,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Tangible-Tokens, Sensor-Assisted-Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,Samsung SUR40,40”,10.1145/2512349.2514589
PTPG: A Poisson Triangular Pattern Generator for Tokens on Tangible Surfaces,2020,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Tangible-Tokens, Electrical-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,,,10.1109/ACCESS.2020.2988582
PuzzleTale: A tangible puzzle game for interactive storytelling,2011,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,,10.1145/1899687.1899693
RAMPARTS: Supporting Sensemaking with Spatially-Aware Mobile Interactions,2016,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Multi-Device,Sensor-Assisted-Vision-Based,"Multi-touch, Touch",Colaboração presencial,,,10.1145/2858036.2858491
Raptor: sketching games with a tabletop computer,2010,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Vision-Based","Multi-touch, Touch",Colaboração presencial,Microsoft Surface,30”,10.1145/1920778.1920805
