bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
,Tangible User Interface in Health: A Scoping Review,"Bertolo, David and Fleck, St\'{e}phanie and Lemiere, Camille and Pecci, Isabelle",,2025,ACM Digital Library,,,"Tangible User Interfaces’ research on Healthcare is still young: it has had no comprehensive overview over the last decade. The present study undertakes a scoping review of TUIs in Healthcare to determine the targeted users, which kind of TUIs are preferred, how to evaluate them, and why using them in Healthcare. We reviewed 66 publications from 5 databases and the TEI conference proceedings (2010-2024). We examined each one according to the medical fields concerned, the targeted audience, the type of contribution and the purposes, the evaluation process, the artifacts, and their impact on Healthcare. Four key findings were: (1) The potential of TUIs has not yet been explored in all health fields; (2) The primary purposes of TUIs are facilitating diagnosis, promoting active aging, and improving the rehabilitation process; (3) The artifacts are mainly motivating, easy to use, and low-cost; (4) Familiarity is an essential criterion for the design process.",,10.1145/3689050.3704951,https://doi.org/10.1145/3689050.3704951,,,"Tangible User Interface, TUI, Health, Healthcare, Scoping Review, Survey",Association for Computing Machinery,,,,Articles that omits the tabletop technique,45770.6051967593,45776.7400115741,gmfreitas,gmfreitas,Rejected,
,TeleSHift: Telexisting TUI for Physical Collaboration \&amp; Interaction,"Chen, Andrew and Yang, Tzu-Ling and Cheng, Shu-Yan and Cheng, Po-Sheng and Lin, Tzu-Han and Lin, Kaiyuan",,2023,ACM Digital Library,16–17,,"Current workflow on co-editing and simultaneous presentation of 3-D shapes is confined to on-screen manipulation, which causes loss of perceived information when presenting perceptual concepts or complex shapes between members. Thus, we create TeleSHift, a 3-D tangible user interface (TUI) with a telexisting communication framework for group-based collaboration and demonstration. In this work, we present a larger-scaled proof-of-concept prototype providing hands-on operation for shape-based interactions including multi-sided collaboration and one-to-many presentation. In contrast to previous works, we further extend the use of TUIs to support cooperative tasks with telexistence while enabling the linkage of manipulable bits to provide a better user experience and interactivity.",,10.1145/3544793.3560323,https://doi.org/10.1145/3544793.3560323,,,"Co-editing, Collaboration, Tangible User Interfaces, Telexistence",Association for Computing Machinery,,,,The digital tabletop interface was not tangible,45770.6051967593,45776.7180092593,gmfreitas,gmfreitas,Rejected,
,Exploring the Layered Use of Transparent Display on a Large Tabletop Display,"Kim, Chang Min and Nam, Tek-Jin",,2016,ACM Digital Library,2555–2562,,"To extend the utility of a large tabletop display, in particular, to explore interaction opportunities using space-above-tabletop, we present an exploratory prototype TransLayer, a floating layered transparent display. It uses a transparent touch display held by an extensible arm structure to make a position adjustable floating transparent layer. TransLayer creates a unique in-between interaction space above tabletop display, where both physical objects and virtual data can be visually associated. We introduce hardware and software configurations of TransLayer and describe key features and explored applications which relates to medical data, architecture and graphic editing tasks. Based on our design experience and the preliminary study result, we discuss implications for extending the tabletop interface and further improvement. This work contributes to proposing and exploring the potential of a new type of transparent interface device for the tabletop computing environment.",,10.1145/2851581.2892297,https://doi.org/10.1145/2851581.2892297,,,"augmented interaction, in-between interaction, layered display, tabletop interface device, transparent display",Association for Computing Machinery,,,,Study describing digital tabletop techniques,45770.6051967593,45782.7678356482,gmfreitas,gmfreitas,Accepted,
,Exploring Approaches for Handheld Geometric Shape-Changing Tangible Interfaces,"Ensafjoo, Mohsen and Nguyen, Chau and Dietz, Paul H. and Manshaei, Roozbeh and Mazalek, Ali",,2025,ACM Digital Library,,,"This paper explores the development of a shape-changing tangible interface capable of transitioning between four geometric forms: cylinder, triangular prism, cube, and pentagonal prism. Through an iterative prototyping process, we developed a flexible outer shell that can change into the four mentioned geometric shapes using different discs. When this flexible shell combines with an inner multi-disc mechanism, it can create a self-contained, handheld device capable of physically representing different dimensions or categories of data. The study focuses on material exploration to produce the outer shell and the basics of the inner disc mechanism to achieve transitions between shapes, addressing both the input and output potentials of tangible interfaces. The inner disc mechanism inspired by planetary gearsets allows the tangible to adjust its form within a small, portable configuration. The material exploration results demonstrate the feasibility of such a device after adding the multi-disc mechanism envisioned here. This shape-changing tangible device that will be finalized in the continuation of this research has potential applications in data visualization, assistive technology for the visually impaired, interactive gaming, and virtual reality. Future work aims to complete the multi-disc mechanism and automate the shape-changing capability by equipping a servo motor controlled by a microprocessor, enabling wireless control, and exploring further interactive possibilities with additional input functionalities such as buttons, touch displays, and scroll wheels.",,10.1145/3689050.3705982,https://doi.org/10.1145/3689050.3705982,,,"Tangible User Interfaces, Shape-Changing Interfaces, Data Physicalization, 3D Printing, Rapid Prototyping",Association for Computing Machinery,,,,The digital tabletop interface was not tangible,45770.6051967593,45776.739849537,gmfreitas,gmfreitas,Rejected,
,Tangible Tens: Evaluating a Training of Basic Numerical Competencies with an Interactive Tabletop,"Pontual Falc\~{a}o, Taciana and Dackermann, Tanja and Sch\""{u}ler, Madeleine and Ulrich, Christine and Klemke, Andre and Moeller, Korbinian",,2018,ACM Digital Library,1–12,,"Basic numerical competencies developed in kindergarten form the foundations of math achievement. This indicates the importance of early interventions in the case of numerical difficulties. Building on research on math manipulatives and tangible interfaces, we developed a training of basic numerical competencies using an interactive tabletop in combination with physical LEGO-like blocks. In an experiment, we evaluated the effectiveness of the training on children's learning of the partner number concept, basic numerical competencies and number line estimation, compared to a content-wise similar training with physical manipulatives and a human tutor. We observed significant increases in children's understanding of the partner number concept and basic numerical competencies in both training conditions, but no differential training effects. As children can play on the interactive surface with reasonable autonomy, it seems to provide a low threshold possibility to enrich kindergarten education on numerical concepts.",,10.1145/3173574.3174125,https://doi.org/10.1145/3173574.3174125,,,"interactive surface, numerical training, physical manipulatives, tangible tabletop",Association for Computing Machinery,,,,Study describing digital tabletop application that mentions the hardware used,45770.6051967593,45782.745787037,gmfreitas,gmfreitas,Accepted,
,Tangible interactions on a flat panel display using actuated paper sheets,"Amano, Kota and Yamamoto, Akio",,2012,ACM Digital Library,351–354,,"This paper describes active tangible interactions on a flat panel display using plain paper sheets as tangible media. A prototype system employs transparent planar electrostatic actuators that cover the surface of a flat-panel display to realize co-located tangible and visual interactions. In a demonstration program, users can interact with animated computer graphics through plain paper sheets actuated by the electrostatic actuators.",,10.1145/2396636.2396698,https://doi.org/10.1145/2396636.2396698,,,"interactive surface, paper sheet, tangible tabletop interface, transparent electrostatic actuator",Association for Computing Machinery,,,,Study describing digital tabletop techniques,45770.6051967593,45782.7346990741,gmfreitas,gmfreitas,Accepted,
,The reacTable: a tangible tabletop musical instrument and collaborative workbench,"Jord\`{a}, Sergi and Kaltenbrunner, Martin and Geiger, G\""{u}nter and Alonso, Marcos",,2006,ACM Digital Library,91–es,,None,,10.1145/1179849.1179963,https://doi.org/10.1145/1179849.1179963,,,,Association for Computing Machinery,,,,Study describing digital tabletop techniques,45770.6051967593,45782.7356597222,gmfreitas,gmfreitas,Accepted,
,Design and evaluation of graphical feedback on tangible interactions in a low-resolution edge display,"DeLong, Sean and Arif, Ahmed Sabbir and Mazalek, Ali",,2019,ACM Digital Library,,,"We used the LED array around the edges of a custom tangible as a low-resolution display to provide users with real-time visual feedback on the current state of the system. We developed a guideline for mapping different types of edge feedback to different tangible interactions. We evaluated its effectiveness in two user studies. The first is an informal study, where experienced biologists worked with an existing tangible-tabletop biological system. The second is a formal study, where novice participants worked with a new tangible-tabletop biological system. Results of these studies suggest that edge feedback provides a better understanding of the system, increases user confidence, and can be useful in other interactive systems. Results also suggest that the proposed feedback mapping is intuitive and easy to remember.",,10.1145/3321335.3324954,https://doi.org/10.1145/3321335.3324954,,,"active tangibles, biology, edge display, graphical feedback, leds, passive tangibles, point lights, tabletops, visual feedback",Association for Computing Machinery,,,,,45770.6051967593,45770.6051967593,gmfreitas,,Duplicated,
,"Kawalu\""{u}: Macro Environment for Collaborative Surface with Dynamic Parameters using Tangible Objects","Hakoda, Arika and Hatada, Koki and Yura, Junichi",,2018,ACM Digital Library,1–6,,"This paper proposes macro development and execution environment (Kawalu\""{u}), which uses tangible objects to adapt to the intentions of each user during multi-user access of the tabletop interface. Within the Kawalu\""{u} environment, the following are possible. 1) Macro developers are able to program parameterized macros corresponding to tangible objects, so that users can change the parameters during macro use. 2) Users can directly change the parameters during macro use. Through these achievements, we can enhance multi-user collaboration in a large-screen environment. We developed a macro development and execution environment that fulfills conditions 1) development and 2) execution and applied it to the tabletop interface. We conducted qualitative evaluations on 1) development and 2) execution, and quantitative evaluations on 2) execution. The study suggested the usefulness of the environment in scenarios where multiple users use a tabletop interface with many kinds of macros.",,10.1145/3170427.3188463,https://doi.org/10.1145/3170427.3188463,,,"collaborative work, end-user development, everyday object, macro, tabletop interface, tangible user interface",Association for Computing Machinery,,,,Study describing digital tabletop techniques,45770.6051967593,45782.7178009259,gmfreitas,gmfreitas,Accepted,
,Weathergods: tangible interaction in a digital tabletop game,"Bakker, Saskia and Vorstenbosch, Debby and van den Hoven, Elise and Hollemans, Gerard and Bergman, Tom",,2007,ACM Digital Library,151–152,,"In this paper we describe the game 'Weathergods', which is implemented on the Entertaible tabletop gaming platform [1]. The game uses either iconic or symbolic [2] tangible objects for interaction and marries both the advantages of traditional board games and computer games.",,10.1145/1226969.1227000,https://doi.org/10.1145/1226969.1227000,,,"digital tabletop gaming, interaction design, pervasive games, tangible interaction, tangible user interfaces",Association for Computing Machinery,,,,Study describing digital tabletop application that mentions the hardware used,45770.6051967593,45782.6755671296,gmfreitas,gmfreitas,Accepted,
,Re-collision: a collision reconstruction forensics tabletop interface,"Tozser, Marcel and Sultanum, Nicole and Sharlin, Ehud and Rutherford, Ken and Foster, Colin",,2012,ACM Digital Library,81–84,,"In this paper we present the design, implementation and preliminary evaluation of Re-Collision, a prototype collision reconstruction tabletop interface. Re-Collision was developed through a participatory design process involving expert users from the Calgary Police Forensics Team and Collision Reconstruction Team. We briefly cover fundamental domain characteristics emerging from interview sessions and explain how these informed the design of Re-Collision. The paper details our current prototype implementation and discusses results of a design critique conducted with domain experts using our system, helping us assess the potential of tabletop interfaces as aids in the process of collision reconstruction, as well as delineate and discuss relevant design implications.",,10.1145/2396636.2396648,https://doi.org/10.1145/2396636.2396648,,,"collision reconstruction, forensics, tabletops",Association for Computing Machinery,,,,Study describing digital tabletop application that mentions the hardware used,45770.6051967593,45782.6714930556,gmfreitas,gmfreitas,Accepted,
